City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor
Beirut,121.37,45.68,8.86,10214.28,2,13.47,10.87,1152.57
Beirut,690.32,136.71,26.52,31850.13,2,17.03,40.9,1200.89
Beirut,525.17,117.01,22.7,28934.33,2,18.6,35.0,1274.62
Beirut,66.99,25.27,4.9,5997.77,2,15.84,11.98,1223.32
Beirut,38.82,8.94,1.73,2261.12,2,8.43,9.98,1304.0
Beirut,523.72,133.96,25.96,32057.27,2,19.34,32.12,1234.8
Beirut,675.38,195.32,37.89,47637.62,2,19.98,21.54,1257.2
Beirut,469.8,94.45,18.32,22703.3,2,17.31,33.7,1239.0
Beirut,614.04,172.33,33.4,42215.75,2,16.76,28.47,1264.03
Beirut,201.11,39.27,7.62,9645.33,2,18.19,16.56,1266.15
Beirut,653.56,67.96,13.18,16335.04,2,19.23,12.42,1239.0
Beirut,351.07,82.26,15.97,19898.47,2,10.46,38.93,1245.68
Beirut,165.55,83.53,16.21,20017.69,2,10.6,5.57,1235.23
Beirut,615.73,169.1,32.84,40831.33,2,16.09,21.09,1243.44
Beirut,658.71,232.9,45.18,54966.59,2,15.45,20.62,1216.53
Beirut,542.62,135.94,26.4,34425.09,0,8.89,21.38,1304.0
Beirut,470.91,52.0,10.09,12498.39,2,12.03,36.64,1239.0
Beirut,358.63,79.82,15.47,19299.23,2,19.32,39.39,1247.48
Beirut,542.29,162.98,31.62,38062.67,2,15.05,17.17,1203.86
Beirut,310.19,54.58,10.58,11959.81,2,16.99,38.36,1130.69
Beirut,310.97,84.17,16.35,20423.86,2,17.72,37.55,1249.46
Beirut,635.97,188.33,36.5,46404.82,3,17.96,13.67,1271.4
Beirut,613.35,212.22,41.17,51250.83,2,18.75,19.75,1244.83
Beirut,371.51,109.29,21.2,26271.18,3,16.59,35.37,1239.07
Beirut,637.88,313.27,60.77,75503.45,2,16.67,21.03,1242.35
Beirut,674.82,168.0,32.59,37969.02,2,17.28,15.72,1165.0
Beirut,818.19,66.74,12.95,15512.03,0,12.6,26.26,1198.08
Beirut,602.29,249.3,48.37,55567.44,0,16.87,30.08,1148.92
Beirut,985.35,653.13,126.71,165226.52,2,2.24,11.8,1304.0
Beirut,758.6,95.25,18.48,22170.22,0,15.53,7.68,1199.78
Beirut,353.76,60.36,11.71,14648.31,2,14.62,35.75,1250.92
Beirut,334.88,107.42,20.84,24815.41,2,18.86,5.2,1190.83
Beirut,596.84,13.74,2.67,3361.28,0,18.76,16.65,1260.95
Beirut,699.42,311.8,60.55,72154.48,0,18.04,45.48,1191.67
Beirut,470.92,153.46,29.77,37944.59,2,16.26,19.5,1274.57
Beirut,785.66,453.69,88.02,114772.46,0,7.38,2.71,1304.0
Beirut,497.55,285.2,55.33,61138.6,2,15.94,14.7,1105.0
Beirut,262.9,60.66,11.77,14170.29,2,18.24,18.57,1204.16
Beirut,390.32,103.46,20.07,24705.6,2,17.65,18.15,1230.94
Beirut,166.58,18.03,3.5,4177.2,2,15.78,29.84,1193.93
Beirut,4521.04,1850.74,359.04,446245.8,0,11.7,18.98,1242.88
Beirut,232.09,107.67,20.89,26240.7,2,11.83,14.3,1256.3
Beirut,64.34,22.0,4.27,4729.06,2,18.63,14.26,1108.0
Beirut,84.34,40.4,7.84,9621.98,2,18.08,15.74,1227.61
Beirut,160.83,70.09,13.6,17212.22,2,15.92,17.86,1265.9
Beirut,68.87,9.49,1.84,2333.47,2,17.75,15.62,1267.55
Beirut,774.54,473.52,91.86,119788.57,2,8.69,11.55,1304.0
Beirut,66.03,0.0,0.0,0.0,2,16.1,9.27,
Beirut,69.04,0.0,0.0,0.0,2,11.34,13.58,
Beirut,320.37,27.19,5.27,6118.04,2,21.34,9.81,1159.96
Beirut,243.55,0.0,0.0,0.0,2,22.95,41.06,
Beirut,419.61,115.06,22.32,25358.55,2,18.59,46.11,1136.07
Beirut,560.04,177.83,34.5,41605.2,2,15.94,21.62,1206.0
Beirut,205.43,52.36,10.16,12805.33,2,12.88,1.61,1260.57
Beirut,351.63,58.23,11.29,13369.03,2,17.53,126.18,1184.67
Beirut,430.17,44.34,8.6,10658.85,2,12.76,64.7,1239.0
Beirut,352.19,98.91,19.19,23773.73,2,19.47,38.83,1239.0
Beirut,342.47,141.12,27.38,30644.88,2,17.12,35.36,1119.32
Beirut,290.09,81.53,15.82,19050.5,2,15.22,38.3,1204.5
Beirut,186.69,46.94,9.11,10090.87,2,16.65,30.58,1108.0
Beirut,393.68,97.36,18.89,21295.02,2,16.76,70.66,1127.45
Beirut,336.6,104.11,20.2,23611.0,2,15.79,40.43,1169.02
Beirut,239.07,72.97,14.16,17945.87,2,17.55,34.74,1267.67
Beirut,368.28,141.0,27.35,30225.57,2,19.73,28.8,1105.0
Beirut,204.93,78.01,15.13,17593.19,2,16.32,47.95,1162.55
Beirut,285.62,70.46,13.66,16750.97,2,19.92,43.55,1226.63
Beirut,301.08,63.45,12.32,15194.44,2,18.34,50.9,1233.07
Beirut,185.69,72.37,14.04,18308.41,2,8.49,6.89,1304.0
Beirut,257.95,113.77,22.07,24429.86,2,15.96,10.63,1106.81
Beirut,315.17,50.21,9.74,11817.26,2,10.75,33.58,1213.1
Beirut,288.74,91.9,17.83,22150.23,2,16.89,34.96,1242.4
Beirut,325.78,88.3,17.13,19627.79,2,18.8,37.98,1145.85
Beirut,308.86,92.6,17.96,21576.88,2,19.11,36.03,1201.11
Beirut,653.07,115.55,22.42,27271.51,2,12.3,30.08,1216.57
Beirut,1045.24,602.11,116.81,152320.52,2,8.51,7.42,1304.0
Beirut,236.2,120.08,23.32,28704.9,2,18.73,4.66,1230.95
Beirut,199.09,93.24,18.11,23610.96,2,10.0,5.38,1304.0
Beirut,228.3,125.63,24.37,31415.33,2,13.34,7.81,1289.0
Beirut,409.24,77.55,15.04,18258.55,2,17.03,43.41,1213.64
Beirut,377.74,46.62,9.04,11485.57,2,16.33,20.91,1269.85
Beirut,257.55,35.26,6.84,8371.09,2,16.95,19.37,1223.63
Beirut,436.06,92.4,17.93,23083.07,2,18.96,19.7,1287.72
Beirut,314.88,78.43,15.22,19248.81,2,16.11,18.58,1265.02
Beirut,237.32,44.79,8.69,11201.69,2,18.4,20.37,1289.0
Beirut,270.92,76.83,14.92,16723.08,2,19.56,16.61,1120.9
Beirut,337.07,171.26,33.22,38429.41,2,17.61,23.71,1156.67
Beirut,264.74,57.83,11.22,12763.44,2,16.71,17.9,1137.7
Beirut,405.26,28.99,5.62,6808.13,3,11.41,23.04,1210.44
Beirut,791.21,313.22,60.76,78242.13,3,16.75,12.42,1287.62
Beirut,383.24,35.21,6.83,8708.02,3,12.56,14.51,1274.99
Beirut,619.03,198.3,38.43,46572.03,2,17.35,4.48,1211.79
Beirut,152.08,84.94,16.48,21488.89,2,5.91,5.7,1304.0
Beirut,480.01,75.52,14.67,18080.28,2,17.21,26.77,1232.89
Beirut,477.42,187.37,36.35,43993.5,2,15.7,28.47,1210.3
Beirut,182.89,96.26,18.68,21256.5,2,16.03,14.33,1138.23
Beirut,266.68,127.89,24.81,31469.02,2,15.09,12.28,1268.4
Beirut,106.27,54.36,10.55,13301.02,2,18.29,6.68,1261.24
Beirut,313.13,139.12,27.02,32160.34,2,14.44,5.44,1190.39
Beirut,386.65,195.8,37.99,49533.83,2,6.69,7.85,1304.0
Beirut,159.77,71.74,13.92,17916.06,2,15.38,15.21,1287.3
Beirut,135.08,41.82,8.11,10434.59,2,12.28,9.64,1286.0
Beirut,146.01,63.71,12.36,15313.21,2,17.29,5.26,1239.0
Beirut,309.36,185.3,35.95,46877.04,2,7.71,5.48,1304.0
Beirut,215.77,120.95,23.46,30206.98,2,10.53,2.49,1287.35
Beirut,49.28,22.3,4.32,5171.94,2,11.2,0.74,1196.8
Beirut,379.61,143.51,27.87,31931.64,2,17.71,46.76,1145.78
Beirut,319.7,82.9,16.08,20258.79,2,17.57,27.6,1259.7
Beirut,101.3,52.61,10.21,13309.3,2,8.31,4.36,1304.0
Beirut,287.43,90.03,17.47,21191.24,2,18.91,37.33,1213.34
Beirut,24.53,7.02,1.36,1775.54,2,6.06,1.85,1304.0
Beirut,25.76,8.73,1.69,2208.99,2,2.51,1.77,1304.0
Beirut,79.3,25.2,4.89,6302.54,2,14.88,0.24,1289.0
Beirut,101.68,47.29,9.17,11962.52,2,2.43,0.0,1304.0
Beirut,292.62,34.31,6.66,7997.25,2,18.42,23.59,1200.45
Beirut,68.65,23.19,4.5,5688.07,2,15.1,0.96,1264.4
Beirut,105.97,45.5,8.83,11510.85,2,3.56,0.19,1304.0
Beirut,215.76,106.73,20.71,26999.53,2,8.9,9.43,1304.0
Beirut,212.8,97.67,18.95,22900.86,2,12.32,2.75,1208.66
Beirut,555.14,217.97,42.29,50646.45,2,15.93,26.69,1197.72
Beirut,331.12,168.31,32.65,42577.69,2,5.65,8.74,1304.0
Beirut,165.84,64.0,12.42,16191.33,2,4.71,15.38,1304.0
Beirut,153.69,85.69,16.62,21676.35,2,8.72,0.94,1304.0
Beirut,371.44,145.6,28.25,32273.75,2,19.91,25.73,1142.56
Beirut,175.73,103.19,20.02,23105.66,2,11.63,1.09,1154.2
Beirut,1815.55,1252.32,242.95,286333.4,3,10.26,16.98,1178.57
Beirut,249.26,69.06,13.41,16596.83,2,15.57,18.11,1237.58
Beirut,57.07,32.19,6.25,8143.91,2,7.36,0.0,1304.0
Beirut,1341.67,308.11,59.71,75881.17,2,17.11,52.01,1270.75
Beirut,698.35,387.74,75.15,84281.41,2,17.96,61.83,1121.55
Beirut,125.99,35.05,6.8,8866.09,2,8.44,31.66,1304.0
Beirut,431.49,133.03,25.81,32696.03,2,18.58,6.2,1266.94
Beirut,318.98,157.16,30.49,37577.63,2,18.2,7.37,1232.51
Beirut,248.87,51.74,10.04,11939.37,2,19.97,45.73,1189.52
Beirut,166.41,63.91,12.4,15981.3,2,12.54,1.03,1289.0
Beirut,310.82,47.92,9.3,11118.87,2,19.7,40.97,1196.01
Beirut,158.32,15.58,3.02,3839.13,2,15.2,5.89,1269.8
Beirut,416.56,107.34,20.82,23505.27,2,19.86,36.51,1128.74
Beirut,228.96,89.76,17.41,22706.99,2,3.23,8.19,1304.0
Beirut,228.7,45.98,8.91,10425.42,2,16.46,23.83,1170.04
Beirut,448.56,123.87,24.03,28415.6,2,16.14,10.09,1182.43
Beirut,809.94,276.72,53.68,67715.38,2,16.26,61.46,1261.4
Beirut,576.07,50.94,9.88,11908.9,2,11.42,6.3,1204.96
Beirut,320.28,60.76,11.79,12919.07,2,20.92,85.02,1096.0
Beirut,278.2,21.03,4.08,5055.41,2,13.73,82.08,1239.0
Beirut,413.85,60.01,11.64,13780.43,2,17.19,8.54,1183.63
Beirut,387.92,0.0,0.0,0.0,2,23.92,66.36,
Beirut,195.33,23.88,4.63,5235.09,3,17.58,57.68,1130.17
Beirut,260.21,10.55,2.05,2383.28,2,19.5,35.12,1165.0
Beirut,444.56,37.64,7.3,9186.46,2,14.43,55.9,1258.15
Beirut,436.97,122.66,23.8,30280.3,2,15.14,126.69,1272.45
Beirut,512.57,139.79,27.12,32238.71,2,12.84,48.51,1188.79
Beirut,0.13,0.0,0.0,0.0,2,0.0,,
Beirut,359.39,184.45,35.75,42711.09,2,18.59,18.99,1194.82
Beirut,388.58,116.75,22.65,27101.31,2,10.38,50.15,1196.6
Beirut,693.8,139.04,26.97,33420.82,2,19.96,18.62,1239.0
Beirut,588.86,199.51,38.71,46166.77,2,16.89,2.15,1192.78
Beirut,650.06,132.6,25.72,32794.79,3,19.19,32.82,1274.87
Beirut,703.09,120.41,23.36,29543.91,0,17.07,31.99,1264.75
Beirut,29.83,10.7,2.08,2707.52,2,5.86,14.22,1304.0
Beirut,138.22,54.9,10.65,13595.2,2,10.37,27.96,1276.47
Beirut,303.54,149.48,29.0,32132.08,2,15.66,46.75,1108.0
Beirut,257.09,34.23,6.64,8558.61,2,16.14,12.69,1289.0
Beirut,157.12,45.36,8.8,10638.44,2,15.78,16.44,1208.81
Beirut,549.62,139.84,27.13,34212.99,2,18.66,11.49,1261.1
Beirut,353.45,46.53,9.04,10590.44,2,14.43,4.52,1172.12
Beirut,387.25,9.04,1.75,1922.64,2,21.6,31.39,1096.0
Beirut,399.51,120.35,23.35,29775.8,2,16.92,45.15,1275.35
Beirut,591.98,127.84,24.8,31313.93,2,11.47,78.44,1262.65
Beirut,380.32,35.92,6.98,8141.78,2,11.46,19.37,1167.19
Beirut,558.16,76.65,14.87,19166.38,2,16.48,23.96,1289.0
Beirut,1040.07,699.3,135.66,176906.62,2,6.0,26.66,1304.0
Beirut,257.1,30.04,5.83,7512.17,2,18.11,4.25,1289.0
Beirut,548.03,201.34,39.06,47407.0,2,17.15,42.32,1213.71
Beirut,59.14,21.11,4.09,5339.85,2,9.7,32.18,1304.0
Beirut,21.33,6.87,1.33,1738.69,2,2.14,41.42,1304.0
Beirut,82.85,36.96,7.17,8158.75,2,15.1,44.53,1137.75
Beirut,58.04,24.95,4.84,5513.61,2,19.28,36.28,1138.92
Beirut,133.87,69.06,13.4,17230.12,2,15.59,29.04,1286.0
Beirut,1205.9,217.33,42.2,52056.74,0,18.24,17.6,1233.48
Beirut,561.78,203.12,39.4,43660.72,2,16.97,27.97,1108.0
Beirut,389.58,78.94,15.3,18758.33,2,16.47,17.95,1226.07
Beirut,383.7,123.61,23.98,27645.56,2,17.03,31.54,1152.84
Beirut,485.62,130.63,25.37,32355.28,2,18.24,29.21,1275.5
Beirut,934.14,150.23,29.15,36110.98,0,19.55,25.51,1239.0
Beirut,361.64,57.09,11.09,13612.82,2,16.42,29.5,1227.77
Beirut,473.14,111.57,21.64,25238.58,2,15.81,62.31,1166.03
Beirut,426.97,97.69,18.93,21679.22,2,18.95,53.58,1145.07
Beirut,329.45,56.92,11.04,13097.11,2,10.14,52.19,1186.06
Beirut,347.23,5.02,0.97,1141.23,2,23.68,21.38,1172.7
Beirut,386.39,70.49,13.69,15697.69,2,19.85,23.9,1146.72
Beirut,346.24,42.46,8.24,9612.79,2,14.29,27.67,1167.08
Beirut,270.13,94.12,18.26,23502.36,2,18.16,22.87,1287.13
Beirut,366.59,6.22,1.21,1440.52,2,19.01,20.54,1193.93
Beirut,587.2,114.16,22.15,27334.92,2,12.3,24.8,1234.21
Beirut,520.66,142.57,27.66,33522.88,2,13.74,30.31,1212.06
Beirut,337.21,80.39,15.59,17780.27,2,18.24,18.2,1140.15
Beirut,324.33,75.82,14.71,17809.1,2,16.69,38.75,1210.76
Beirut,471.23,94.81,18.41,21653.76,2,16.55,44.97,1176.05
Beirut,675.71,132.97,25.8,32801.02,2,19.08,15.02,1271.51
Beirut,469.73,191.42,37.14,45193.53,3,19.79,9.46,1217.0
Beirut,395.91,53.22,10.32,12973.4,2,12.25,24.28,1256.65
Beirut,424.91,92.69,17.98,21486.84,2,15.22,36.05,1194.92
Beirut,308.62,129.35,25.09,31090.91,2,13.11,1.86,1239.0
Beirut,638.3,158.3,30.71,37395.32,2,12.04,6.8,1217.71
Beirut,565.96,114.62,22.24,27145.05,2,16.33,6.75,1220.72
Beirut,339.85,201.72,39.13,51030.11,2,8.51,8.43,1304.0
Beirut,533.6,100.87,19.57,23316.08,2,15.15,8.77,1191.52
Beirut,504.42,225.72,43.79,52009.02,3,16.4,36.19,1187.71
Beirut,354.26,77.51,15.04,18980.41,2,17.2,18.48,1262.21
Beirut,161.34,83.98,16.28,21224.93,2,7.35,4.34,1304.0
Beirut,1131.08,440.1,85.38,94495.5,2,18.75,10.56,1106.78
Beirut,570.4,223.77,43.41,53988.38,0,11.83,16.89,1243.62
Beirut,646.7,285.52,55.45,63093.7,2,19.45,4.68,1137.92
Beirut,585.56,235.22,45.63,54525.29,2,13.69,6.68,1194.9
Beirut,494.77,135.63,26.31,33445.63,2,13.96,13.87,1271.12
Beirut,578.92,161.45,31.32,39844.81,2,16.45,22.61,1272.15
Beirut,696.86,217.74,42.28,50915.04,2,19.38,42.62,1204.14
Beirut,618.43,170.88,33.15,41280.19,2,17.52,55.15,1245.23
Beirut,589.36,210.18,40.78,50258.7,2,15.88,52.57,1232.56
Beirut,444.77,30.67,5.96,6966.99,2,17.99,23.85,1169.62
Beirut,416.57,134.29,26.05,33061.98,2,18.12,9.74,1269.05
Beirut,190.9,58.74,11.4,14438.01,2,17.22,4.08,1266.93
Beirut,207.6,43.84,8.51,10495.91,2,19.4,10.5,1232.79
Beirut,191.68,37.91,7.36,8852.15,2,19.0,13.08,1202.31
Beirut,204.76,113.55,22.03,24342.65,2,15.45,19.6,1105.0
Beirut,394.63,160.89,31.24,38278.83,2,19.87,16.02,1225.13
Beirut,363.16,199.07,38.58,47985.56,2,12.39,15.97,1243.75
Beirut,203.25,75.69,14.67,18207.28,0,12.82,12.51,1241.25
Beirut,497.54,117.09,22.71,28552.58,2,16.01,13.1,1257.0
Beirut,699.37,344.4,66.81,87124.31,2,8.45,17.4,1304.0
Beirut,268.77,144.77,28.11,36660.36,2,6.4,4.76,1304.0
Beirut,580.22,389.89,75.64,98632.48,2,1.35,14.21,1304.0
Beirut,655.98,383.75,74.52,90510.27,2,17.52,8.35,1214.53
Beirut,563.7,206.83,40.13,50653.04,2,17.5,4.67,1262.35
Beirut,185.92,108.52,21.05,27452.71,2,9.2,4.01,1304.0
Beirut,179.61,23.1,4.48,5661.87,2,19.44,20.6,1263.65
Beirut,73.49,3.16,0.61,761.25,2,19.85,11.11,1240.48
Beirut,131.34,33.89,6.57,8146.17,2,16.49,13.77,1239.0
Beirut,68.42,1.94,0.38,440.64,2,11.04,22.87,1171.19
Beirut,219.88,76.15,14.77,17550.16,2,16.94,23.0,1187.96
Beirut,185.51,14.1,2.74,3343.25,2,16.42,14.5,1221.78
Beirut,165.12,25.13,4.87,5400.67,2,15.14,11.16,1108.0
Beirut,193.04,81.5,15.79,18814.39,2,19.04,2.93,1191.17
Beirut,551.45,161.69,31.37,40432.84,2,17.6,9.34,1289.0
Beirut,94.41,30.13,5.85,7302.67,2,17.9,1.85,1249.26
Beirut,131.61,42.18,8.18,10669.41,2,7.74,0.27,1304.0
Beirut,128.72,45.05,8.74,11397.15,2,9.39,1.18,1304.0
Beirut,101.93,21.42,4.15,5147.48,2,17.95,3.56,1239.0
Beirut,318.09,177.08,34.35,44796.67,2,7.98,11.79,1304.0
Beirut,118.78,44.83,8.7,11340.54,2,9.98,3.88,1304.0
Beirut,138.61,59.01,11.45,14928.64,2,4.3,4.94,1304.0
Beirut,133.01,34.42,6.68,8706.55,2,6.89,4.42,1304.0
Beirut,116.82,31.34,6.08,7928.77,2,3.77,4.73,1304.0
Beirut,555.53,180.6,35.04,45687.42,2,8.76,17.55,1304.0
Beirut,270.72,131.55,25.52,33279.02,2,6.11,6.06,1304.0
Beirut,541.04,295.38,57.3,68527.16,2,10.82,5.43,1195.88
Beirut,85.39,31.46,6.1,7959.3,2,3.72,5.12,1304.0
Beirut,58.77,11.94,2.32,2947.69,2,17.73,4.04,1272.35
Beirut,34.82,6.71,1.3,1675.48,2,16.58,5.21,1287.76
Beirut,176.55,10.31,2.0,2545.5,2,16.97,8.56,1272.35
Beirut,137.2,8.27,1.61,2069.19,2,15.45,18.56,1289.0
Beirut,220.59,75.3,14.59,17190.84,2,10.95,32.82,1178.03
Beirut,623.25,196.32,38.09,47484.32,2,15.28,17.27,1246.75
Beirut,549.06,141.27,27.41,34965.12,2,15.29,14.57,1275.82
Beirut,516.69,242.72,47.04,57336.79,3,14.93,15.43,1218.88
Beirut,529.39,232.89,45.23,50832.95,2,18.02,25.51,1123.98
Beirut,67.96,16.35,3.17,4135.96,2,7.87,3.31,1304.0
Beirut,446.88,162.19,31.43,38683.5,2,15.62,18.26,1230.65
Beirut,622.67,166.22,32.28,39769.42,2,16.9,17.73,1232.05
Beirut,546.91,103.79,20.14,24727.34,2,18.92,25.4,1228.06
Beirut,544.46,163.41,31.73,38316.37,2,16.5,20.96,1207.42
Beirut,642.79,247.91,48.14,58707.42,2,17.72,20.29,1219.45
Beirut,607.86,309.0,59.95,71580.7,2,16.03,17.88,1194.08
Beirut,698.55,234.54,45.55,55886.24,2,16.99,19.35,1227.01
Beirut,440.37,103.86,20.15,23597.66,2,17.05,21.2,1171.16
Beirut,516.99,156.95,30.48,35964.51,2,16.34,19.77,1179.97
Beirut,488.24,152.92,29.67,36276.74,2,19.56,16.54,1222.79
Beirut,487.99,111.5,21.65,26208.01,3,15.81,22.18,1210.43
Beirut,423.74,98.44,19.1,23124.48,2,18.29,28.09,1210.88
Beirut,427.35,146.74,28.47,33948.27,2,16.42,36.16,1192.49
Beirut,315.8,137.75,26.72,32121.28,2,14.48,21.09,1201.95
Beirut,145.53,0.0,0.0,0.0,3,10.77,17.42,
Beirut,601.43,180.37,34.99,42879.61,2,16.46,18.28,1225.44
Beirut,431.12,151.31,29.35,32890.32,2,18.53,22.66,1120.5
Beirut,499.52,173.76,33.71,39800.25,2,15.01,21.96,1180.65
Beirut,388.74,79.46,15.42,19473.74,2,16.34,13.93,1263.25
Beirut,387.72,97.06,18.81,21953.24,0,17.89,10.65,1167.04
Beirut,96.6,31.28,6.07,7203.34,2,19.26,8.81,1186.99
Beirut,123.92,22.69,4.4,5536.61,2,16.27,7.76,1257.65
Beirut,74.53,15.42,2.99,3304.6,2,15.78,9.96,1105.0
Beirut,44.48,16.18,3.14,4045.88,2,11.66,7.8,1289.0
Beirut,54.27,27.05,5.24,6592.99,2,14.84,6.59,1257.64
Beirut,224.29,87.42,16.96,22115.35,2,4.71,9.24,1304.0
Beirut,296.99,85.22,16.53,20569.7,2,19.12,8.94,1244.15
Beirut,203.74,117.58,22.81,29744.54,2,5.78,5.03,1304.0
Beirut,281.19,128.22,24.9,29441.83,2,19.93,7.52,1182.44
Beirut,449.6,102.0,19.79,24881.43,3,15.9,7.74,1257.35
Beirut,76.33,42.18,8.18,10661.1,2,2.62,19.19,1304.0
Beirut,62.6,33.28,6.46,8418.95,2,1.77,17.4,1304.0
Beirut,21.76,3.64,0.71,861.75,2,19.72,15.59,1219.4
Beirut,34.7,16.3,3.16,4123.57,2,2.31,16.29,1304.0
Beirut,35.58,16.56,3.21,4189.16,2,4.73,18.25,1304.0
Beirut,27.8,0.0,0.0,0.0,2,3.68,12.53,
Beirut,181.66,72.27,14.02,16107.25,2,13.2,7.64,1148.81
Beirut,149.44,58.62,11.38,13295.89,2,17.88,11.53,1167.89
Beirut,128.45,22.71,4.4,5678.03,2,19.47,6.23,1289.0
Beirut,64.57,9.77,1.89,2347.85,2,18.62,3.93,1239.0
Beirut,150.29,43.07,8.36,10317.03,2,17.29,1.22,1234.65
Beirut,268.44,104.9,20.35,24713.39,2,15.96,4.21,1214.36
Beirut,157.24,87.59,16.99,19013.81,2,14.73,3.05,1118.89
Beirut,92.09,28.46,5.52,6867.17,2,15.94,1.97,1243.67
Beirut,75.32,17.56,3.41,4314.49,2,15.26,10.06,1266.8
Beirut,53.64,14.77,2.86,3644.67,2,16.43,4.56,1272.33
Beirut,157.09,51.09,9.91,12924.52,2,5.79,9.46,1304.0
Beirut,54.69,17.0,3.3,4209.19,2,16.28,9.77,1276.64
Beirut,59.15,21.18,4.11,5233.55,2,19.41,6.12,1273.68
Beirut,166.63,56.47,10.96,13541.57,2,17.34,32.99,1236.1
Beirut,37.55,12.39,2.4,3095.13,2,11.08,6.33,1287.2
Beirut,154.19,20.99,4.07,5157.15,2,19.2,9.41,1266.65
Beirut,119.14,28.92,5.61,7144.99,2,16.75,8.93,1273.57
Beirut,103.09,43.02,8.35,10882.72,2,9.16,15.54,1304.0
Beirut,53.76,20.34,3.95,5144.79,2,6.51,14.98,1304.0
Beirut,59.48,31.44,6.1,6739.85,2,17.72,9.06,1105.0
Beirut,91.69,36.5,7.08,9233.69,2,9.74,4.65,1304.0
Beirut,77.82,17.88,3.47,4276.3,2,17.66,4.94,1233.0
Beirut,85.75,42.38,8.22,9978.83,2,15.38,6.0,1213.62
Beirut,33.96,8.73,1.69,2098.52,2,14.5,2.22,1239.0
Beirut,103.19,49.04,9.51,12405.33,2,8.68,3.87,1304.0
Beirut,102.56,38.69,7.51,8493.72,2,12.12,9.73,1131.6
Beirut,28.35,6.28,1.22,1508.71,2,19.99,10.13,1239.0
Beirut,28.47,0.0,0.0,0.0,2,21.16,8.48,
Beirut,42.21,13.31,2.58,3365.91,2,8.71,10.58,1304.0
Beirut,21.93,3.92,0.76,909.17,2,19.59,3.23,1195.67
Beirut,91.65,40.93,7.94,10235.4,0,19.58,8.03,1289.0
Beirut,32.84,12.33,2.39,3010.49,2,15.26,8.8,1258.25
Beirut,65.94,13.29,2.58,3249.28,2,17.67,7.71,1260.15
Beirut,67.75,22.4,4.34,5425.25,2,16.76,5.83,1249.62
Beirut,77.85,22.15,4.29,5318.4,2,14.16,12.32,1238.81
Beirut,57.09,19.0,3.68,4235.19,2,18.24,6.92,1150.15
Beirut,31.19,5.83,1.13,1423.16,2,15.61,-0.55,1259.0
Beirut,50.46,18.1,3.51,4425.37,2,15.63,2.81,1260.03
Beirut,25.53,0.0,0.0,0.0,3,19.31,1.81,
Beirut,249.17,106.96,20.75,24649.98,2,15.79,11.48,1187.93
Beirut,16.56,0.0,0.0,0.0,2,17.8,10.86,
Beirut,15.51,0.0,0.0,0.0,2,12.0,2.77,
Beirut,165.7,63.52,12.32,13635.58,2,12.12,3.38,1106.5
Beirut,196.19,11.78,2.29,2872.0,2,15.07,18.67,1256.85
Beirut,27.59,12.13,2.35,2653.34,2,16.34,3.84,1127.1
Beirut,40.7,20.51,3.98,4490.52,2,13.48,2.72,1128.52
Beirut,34.18,2.9,0.56,643.67,2,18.16,13.34,1145.06
Beirut,21.42,0.0,0.0,0.0,2,17.79,9.9,
Beirut,25.38,0.0,0.0,0.0,2,17.07,3.85,
Beirut,39.42,12.1,2.35,2900.88,2,19.48,4.44,1235.81
Beirut,30.72,0.0,0.0,0.0,2,16.99,8.26,
Beirut,241.38,143.37,27.81,36268.34,0,2.63,0.11,1304.0
Beirut,53.79,6.76,1.31,1625.97,2,16.34,7.2,1239.0
Beirut,122.98,36.18,7.03,8955.61,2,18.11,4.61,1274.67
Beirut,21.03,1.67,0.32,418.2,2,13.11,8.33,1289.0
Beirut,74.7,9.93,1.93,2482.76,2,19.93,6.21,1289.0
Beirut,37.83,6.79,1.32,1692.87,2,18.6,15.45,1286.0
Beirut,12.55,0.0,0.0,0.0,2,26.79,8.78,
Beirut,15.14,0.0,0.0,0.0,2,19.57,14.41,
Beirut,44.13,14.54,2.82,3509.37,2,15.9,8.42,1243.88
Beirut,88.53,34.91,6.77,8832.58,2,8.68,5.37,1304.0
Beirut,18.36,0.0,0.0,0.0,0,18.94,6.95,
Beirut,86.64,13.26,2.57,2843.61,2,17.61,5.52,1105.0
Beirut,60.18,15.39,2.99,3399.41,2,16.11,9.56,1138.27
Beirut,103.4,38.58,7.49,9235.37,2,19.35,9.63,1233.85
Beirut,69.64,29.3,5.69,6631.9,2,10.7,6.08,1165.44
Beirut,33.85,8.27,1.61,2094.15,2,0.96,5.98,1304.0
Beirut,106.41,21.03,4.08,5055.52,2,15.34,11.46,1239.0
Beirut,38.18,2.45,0.48,589.28,2,14.83,8.54,1239.0
Beirut,23.75,7.25,1.41,1556.73,2,13.42,13.71,1106.5
Beirut,24.35,11.47,2.22,2901.14,2,5.49,13.46,1304.0
Beirut,73.51,24.58,4.77,6137.95,2,18.23,13.99,1287.27
Beirut,130.97,53.0,10.28,12923.5,2,16.31,11.7,1256.8
Beirut,1040.02,445.52,86.43,108122.23,2,15.29,23.5,1250.97
Beirut,885.61,245.18,47.56,55538.7,2,16.49,25.26,1167.65
